LeftKey,RightKey,Winner
16 Blocks (2006),Speed Racer (2008),Speed Racer (2008)
16 Blocks (2006),Star Wars: The Force Awakens (2015),Star Wars: The Force Awakens (2015)
16 Blocks (2006),Star Wars: The Last Jedi (2017),Star Wars: The Last Jedi (2017)
16 Blocks (2006),The Brood (1979),The Brood (1979)
16 Blocks (2006),The Conjuring (2013),The Conjuring (2013)
16 Blocks (2006),The Holiday (2006),16 Blocks (2006)
16 Blocks (2006),The Hunger Games (2012),The Hunger Games (2012)
16 Blocks (2006),The Lost World: Jurassic Park (1997),16 Blocks (2006)
16 Blocks (2006),The World's End (2013),The World's End (2013)
16 Blocks (2006),Under the Skin (2013),16 Blocks (2006)
16 Blocks (2006),Up in the Air (2009),Up in the Air (2009)
16 Blocks (2006),While You Were Sleeping (1995),While You Were Sleeping (1995)
16 Blocks (2006),World War Z (2013),16 Blocks (2006)
16 Blocks (2006),Zoolander (2001),Zoolander (2001)
2 Fast 2 Furious (2003),2012 (2009),2012 (2009)
2 Fast 2 Furious (2003),A Walk to Remember (2002),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Baby Mama (2008),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Bedknobs and Broomsticks (1971),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Bee Movie (2007),Bee Movie (2007)
2 Fast 2 Furious (2003),Beyond Skyline (2017),Beyond Skyline (2017)
2 Fast 2 Furious (2003),Convergence (2017),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Entrapment (1999),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Flubber (1997),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Funny Face (1957),Funny Face (1957)
2 Fast 2 Furious (2003),Happy Feet (2006),Happy Feet (2006)
2 Fast 2 Furious (2003),Inspector Gadget (1999),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Proof of Life (2000),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Resident Evil: Afterlife (2010),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),S1m0ne (2002),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Skyline (2010),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Stardust (2007),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),Stuart Little (1999),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),The Boondock Saints II: All Saints Day (2009),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),The Discreet Charm of the Bourgeoisie (1972),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),The Intern (2015),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),The Man in the Iron Mask (1998),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),The Omega Man (1971),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),The Score (2001),2 Fast 2 Furious (2003)
2 Fast 2 Furious (2003),xXx: State of the Union (2005),2 Fast 2 Furious (2003)
2012 (2009),9 (2009),9 (2009)
2012 (2009),Across the Universe (2007),Across the Universe (2007)
2012 (2009),Alice in Wonderland (2010),Alice in Wonderland (2010)
2012 (2009),Alien Resurrection (1997),Alien Resurrection (1997)
2012 (2009),Always (1989),Always (1989)
2012 (2009),Avengers: Endgame (2019),Avengers: Endgame (2019)
2012 (2009),Back to the Future Part III (1990),Back to the Future Part III (1990)
2012 (2009),Bernie (2011),Bernie (2011)
2012 (2009),Bewitched (2005),Bewitched (2005)
2012 (2009),Beyond Skyline (2017),2012 (2009)
2012 (2009),Cars (2006),Cars (2006)
2012 (2009),Convergence (2017),2012 (2009)
2012 (2009),Daredevil (2003),2012 (2009)
2012 (2009),Entrapment (1999),2012 (2009)
2012 (2009),Escape from L.A. (1996),Escape from L.A. (1996)
2012 (2009),Everything is Illuminated (2005),Everything is Illuminated (2005)
2012 (2009),Fantastic Four: Rise of the Silver Surfer (2007),Fantastic Four: Rise of the Silver Surfer (2007)
2012 (2009),Flubber (1997),2012 (2009)
2012 (2009),Funny Face (1957),2012 (2009)
2012 (2009),"Game Over, Man! (2018)","Game Over, Man! (2018)"
2012 (2009),Get Smart (2008),2012 (2009)
2012 (2009),Happy Feet (2006),Happy Feet (2006)
2012 (2009),Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom (1984)
2012 (2009),Inspector Gadget (1999),2012 (2009)
2012 (2009),Into the Blue (2005),2012 (2009)
2012 (2009),Jumper (2008),Jumper (2008)
2012 (2009),Kitty Love: An Homage to Cats (2020),2012 (2009)
2012 (2009),Legion (2010),Legion (2010)
2012 (2009),Leprechaun Returns (2018),Leprechaun Returns (2018)
2012 (2009),Leprechaun: Origins (2014),Leprechaun: Origins (2014)
2012 (2009),Let's Eat (2020),Let's Eat (2020)
2012 (2009),Live Free or Die Hard (2007),Live Free or Die Hard (2007)
2012 (2009),Mac and Me (1988),Mac and Me (1988)
2012 (2009),Monsters University (2013),Monsters University (2013)
2012 (2009),Mortal Kombat (1995),Mortal Kombat (1995)
2012 (2009),Paradox (2016),Paradox (2016)
2012 (2009),Pearl Harbor (2001),2012 (2009)
2012 (2009),Proof of Life (2000),2012 (2009)
2012 (2009),Race to Witch Mountain (2009),2012 (2009)
2012 (2009),Resident Evil: Extinction (2007),Resident Evil: Extinction (2007)
2012 (2009),Robot & Frank (2012),2012 (2009)
2012 (2009),S1m0ne (2002),2012 (2009)
2012 (2009),Southpaw (2015),Southpaw (2015)
2012 (2009),Species III (2004),2012 (2009)
2012 (2009),Spider-Man 3 (2007),2012 (2009)
2012 (2009),Star Wars: Episode II - Attack of the Clones (2002),Star Wars: Episode II - Attack of the Clones (2002)
2012 (2009),Stardust (2007),2012 (2009)
2012 (2009),Stuart Little (1999),2012 (2009)
2012 (2009),Sword of the Stranger (2007),Sword of the Stranger (2007)
2012 (2009),Synchronicity (2015),2012 (2009)
2012 (2009),Talladega Nights: The Ballad of Ricky Bobby (2006),2012 (2009)
2012 (2009),The Adventures of Baron Munchausen (1988),The Adventures of Baron Munchausen (1988)
2012 (2009),The Autograph Hound (1939),The Autograph Hound (1939)
2012 (2009),The Dark Knight Rises (2012),The Dark Knight Rises (2012)
2012 (2009),The Longest Yard (2005),The Longest Yard (2005)
2012 (2009),The Thief and the Cobbler (1993),The Thief and the Cobbler (1993)
2012 (2009),The VelociPastor (2018),The VelociPastor (2018)
2012 (2009),Time Bandits (1981),Time Bandits (1981)
2012 (2009),Twilight (2008),Twilight (2008)
21 Jump Street (2012),50 First Dates (2004),50 First Dates (2004)
21 Jump Street (2012),60 Cycles (1965),60 Cycles (1965)
21 Jump Street (2012),A Gray State (2017),A Gray State (2017)
21 Jump Street (2012),A Woman Is a Woman (1961),21 Jump Street (2012)
21 Jump Street (2012),ARQ (2016),ARQ (2016)
21 Jump Street (2012),Ad Astra (2019),Ad Astra (2019)
21 Jump Street (2012),Annihilation (2018),Annihilation (2018)
21 Jump Street (2012),Borat Subsequent Moviefilm (2020),Borat Subsequent Moviefilm (2020)
21 Jump Street (2012),City Lights (1931),City Lights (1931)
21 Jump Street (2012),Coherence (2013),Coherence (2013)
21 Jump Street (2012),Dark City (1998),Dark City (1998)
21 Jump Street (2012),Dirty Computer (2018),Dirty Computer (2018)
21 Jump Street (2012),Django Unchained (2012),Django Unchained (2012)
21 Jump Street (2012),Fear & Shame (2017),21 Jump Street (2012)
21 Jump Street (2012),Four Rooms (1995),Four Rooms (1995)
21 Jump Street (2012),Guns Akimbo (2019),Guns Akimbo (2019)
21 Jump Street (2012),How to Lose a Guy in 10 Days (2003),How to Lose a Guy in 10 Days (2003)
21 Jump Street (2012),In a Heartbeat (2017),21 Jump Street (2012)
21 Jump Street (2012),La La Land (2016),La La Land (2016)
21 Jump Street (2012),Leprechaun (1993),Leprechaun (1993)
21 Jump Street (2012),Looper (2012),Looper (2012)
21 Jump Street (2012),Mars Attacks! (1996),21 Jump Street (2012)
21 Jump Street (2012),Megamind (2010),Megamind (2010)
21 Jump Street (2012),My Octopus Teacher (2020),My Octopus Teacher (2020)
21 Jump Street (2012),Psycho Goreman (2020),Psycho Goreman (2020)
21 Jump Street (2012),Rent (2005),Rent (2005)
21 Jump Street (2012),Resident Evil: Apocalypse (2004),21 Jump Street (2012)
21 Jump Street (2012),Something Wild (1986),Something Wild (1986)
21 Jump Street (2012),Source Code (2011),21 Jump Street (2012)
21 Jump Street (2012),The Creeping Flesh (1973),The Creeping Flesh (1973)
21 Jump Street (2012),The Raid (2011),The Raid (2011)
21 Jump Street (2012),The Signal (2007),21 Jump Street (2012)
21 Jump Street (2012),The Thief and the Cobbler (1993),21 Jump Street (2012)
21 Jump Street (2012),The Void (2016),21 Jump Street (2012)
21 Jump Street (2012),The Witch (2015),The Witch (2015)
21 Jump Street (2012),V for Vendetta (2005),21 Jump Street (2012)
21 Jump Street (2012),history of japan (2016),21 Jump Street (2012)
21-87 (1963),60 Cycles (1965),21-87 (1963)
21-87 (1963),American History X (1998),21-87 (1963)
21-87 (1963),Annihilation (2018),21-87 (1963)
21-87 (1963),Black Hawk Down (2001),Black Hawk Down (2001)
21-87 (1963),Cast Away (2000),21-87 (1963)
21-87 (1963),City Lights (1931),21-87 (1963)
21-87 (1963),Coherence (2013),21-87 (1963)
21-87 (1963),Colossal (2016),21-87 (1963)
21-87 (1963),Coming Out (2020),21-87 (1963)
21-87 (1963),David Lynch Cooks Quinoa (2007),David Lynch Cooks Quinoa (2007)
21-87 (1963),Hair Love (2019),21-87 (1963)
21-87 (1963),How to Train Your Dragon 2 (2014),How to Train Your Dragon 2 (2014)
21-87 (1963),Hugo (2011),21-87 (1963)
21-87 (1963),I Married a Witch (1942),I Married a Witch (1942)
21-87 (1963),Jerry Maguire (1996),21-87 (1963)
21-87 (1963),Long-Haired Hare (1949),Long-Haired Hare (1949)
21-87 (1963),Man on Fire (2004),Man on Fire (2004)
21-87 (1963),Mandy (2018),21-87 (1963)
21-87 (1963),Mean Girls (2004),Mean Girls (2004)
21-87 (1963),My Octopus Teacher (2020),21-87 (1963)
21-87 (1963),"O Brother, Where Art Thou? (2000)","O Brother, Where Art Thou? (2000)"
21-87 (1963),Porky Pig's Feat (1943),21-87 (1963)
21-87 (1963),Shaun of the Dead (2004),Shaun of the Dead (2004)
21-87 (1963),Suspiria (1977),Suspiria (1977)
21-87 (1963),THX 1138 (1971),THX 1138 (1971)
21-87 (1963),The Congress (2013),The Congress (2013)
21-87 (1963),The Lobster (2015),The Lobster (2015)
21-87 (1963),The Lure (2015),21-87 (1963)
21-87 (1963),The Matrix Reloaded (2003),The Matrix Reloaded (2003)
21-87 (1963),The Red Turtle (2016),The Red Turtle (2016)
21-87 (1963),The Tell-Tale Heart (1953),The Tell-Tale Heart (1953)
21-87 (1963),The Witch (2015),21-87 (1963)
21-87 (1963),The Zero Theorem (2013),The Zero Theorem (2013)
21-87 (1963),Timelapse of the Future: A Journey to the End of Time (2019),Timelapse of the Future: A Journey to the End of Time (2019)
21-87 (1963),Trancers (1984),Trancers (1984)
21-87 (1963),Tremors (1990),Tremors (1990)
21-87 (1963),"history of the entire world, i guess (2017)","history of the entire world, i guess (2017)"
28 Days Later (2002),Akira (1988),Akira (1988)
28 Days Later (2002),Apocalypse Now (1979),Apocalypse Now (1979)
28 Days Later (2002),Big Trouble in Little China (1986),Big Trouble in Little China (1986)
28 Days Later (2002),Blade Runner (1982),Blade Runner (1982)
28 Days Later (2002),City of God (2002),City of God (2002)
28 Days Later (2002),Close Encounters of the Third Kind (1977),28 Days Later (2002)
28 Days Later (2002),"Crouching Tiger, Hidden Dragon (2000)",28 Days Later (2002)
28 Days Later (2002),Death at a Funeral (2007),28 Days Later (2002)
28 Days Later (2002),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),28 Days Later (2002)
28 Days Later (2002),Elephant (2003),28 Days Later (2002)
28 Days Later (2002),Eraserhead (1977),Eraserhead (1977)
28 Days Later (2002),Eternal Sunshine of the Spotless Mind (2004),28 Days Later (2002)
28 Days Later (2002),Gett: The Trial of Viviane Amsalem (2014),Gett: The Trial of Viviane Amsalem (2014)
28 Days Later (2002),Grave of the Fireflies (1988),28 Days Later (2002)
28 Days Later (2002),Groundhog Day (1993),28 Days Later (2002)
28 Days Later (2002),Holiday (1938),28 Days Later (2002)
28 Days Later (2002),I'm Thinking of Ending Things (2020),I'm Thinking of Ending Things (2020)
28 Days Later (2002),Jaws (1975),Jaws (1975)
28 Days Later (2002),Jurassic Park (1993),Jurassic Park (1993)
28 Days Later (2002),La Jetée (1962),La Jetée (1962)
28 Days Later (2002),Lilo & Stitch (2002),Lilo & Stitch (2002)
28 Days Later (2002),Mad Max: Fury Road (2015),Mad Max: Fury Road (2015)
28 Days Later (2002),Men in Black (1997),28 Days Later (2002)
28 Days Later (2002),Modern Times (1936),Modern Times (1936)
28 Days Later (2002),Monster (2003),Monster (2003)
28 Days Later (2002),Mulholland Drive (2001),Mulholland Drive (2001)
28 Days Later (2002),Pi (1998),28 Days Later (2002)
28 Days Later (2002),"Planes, Trains and Automobiles (1987)",28 Days Later (2002)
28 Days Later (2002),Predator (1987),Predator (1987)
28 Days Later (2002),Princess Mononoke (1997),Princess Mononoke (1997)
28 Days Later (2002),Psycho (1960),28 Days Later (2002)
28 Days Later (2002),Rear Window (1954),28 Days Later (2002)
28 Days Later (2002),Scream (1996),28 Days Later (2002)
28 Days Later (2002),Stalker (1979),Stalker (1979)
28 Days Later (2002),Sunset Boulevard (1950),28 Days Later (2002)
28 Days Later (2002),The Bourne Identity (2002),The Bourne Identity (2002)
28 Days Later (2002),The Conversation (1974),28 Days Later (2002)
28 Days Later (2002),The Day the Earth Stood Still (1951),28 Days Later (2002)
28 Days Later (2002),The Emperor's New Groove (2000),The Emperor's New Groove (2000)
28 Days Later (2002),The Green Mile (1999),28 Days Later (2002)
28 Days Later (2002),The Music Room (1958),The Music Room (1958)
28 Days Later (2002),The Shape of Water (2017),The Shape of Water (2017)
28 Days Later (2002),The Social Network (2010),The Social Network (2010)
28 Days Later (2002),There Will Be Blood (2007),28 Days Later (2002)
28 Days Later (2002),Wolfwalkers (2020),Wolfwalkers (2020)
28 Days Later (2002),Yi Yi (2000),28 Days Later (2002)
50 First Dates (2004),9 (2009),50 First Dates (2004)
50 First Dates (2004),A Boy and His Dog (1975),50 First Dates (2004)
50 First Dates (2004),A Christmas Story (1983),50 First Dates (2004)
50 First Dates (2004),A Shaun the Sheep Movie: Farmageddon (2019),A Shaun the Sheep Movie: Farmageddon (2019)
50 First Dates (2004),A Woman Is a Woman (1961),50 First Dates (2004)
50 First Dates (2004),ARQ (2016),50 First Dates (2004)
50 First Dates (2004),Anchorman: The Legend of Ron Burgundy (2004),50 First Dates (2004)
50 First Dates (2004),Anger Management (2003),50 First Dates (2004)
50 First Dates (2004),Armageddon (1998),50 First Dates (2004)
50 First Dates (2004),Avatar (2009),50 First Dates (2004)
50 First Dates (2004),Black Panther (2018),50 First Dates (2004)
50 First Dates (2004),Bloodsport (1988),50 First Dates (2004)
50 First Dates (2004),Captain Marvel (2019),50 First Dates (2004)
50 First Dates (2004),Cars 2 (2011),50 First Dates (2004)
50 First Dates (2004),Chappie (2015),Chappie (2015)
50 First Dates (2004),Click (2006),50 First Dates (2004)
50 First Dates (2004),Closer (2004),50 First Dates (2004)
50 First Dates (2004),Cloverfield (2008),50 First Dates (2004)
50 First Dates (2004),Corpse Bride (2005),50 First Dates (2004)
50 First Dates (2004),Dark City (1998),50 First Dates (2004)
50 First Dates (2004),Deadpool (2016),50 First Dates (2004)
50 First Dates (2004),Demon Seed (1977),50 First Dates (2004)
50 First Dates (2004),Don't Think Twice (2016),50 First Dates (2004)
50 First Dates (2004),DragonHeart (1996),50 First Dates (2004)
50 First Dates (2004),Elf (2003),50 First Dates (2004)
50 First Dates (2004),End of Watch (2012),50 First Dates (2004)
50 First Dates (2004),Event Horizon (1997),50 First Dates (2004)
50 First Dates (2004),Flushed Away (2006),50 First Dates (2004)
50 First Dates (2004),Four Rooms (1995),50 First Dates (2004)
50 First Dates (2004),Frankenfish (2004),50 First Dates (2004)
50 First Dates (2004),Ghost in the Shell (2017),50 First Dates (2004)
50 First Dates (2004),Guns Akimbo (2019),50 First Dates (2004)
50 First Dates (2004),Hancock (2008),Hancock (2008)
50 First Dates (2004),Hellboy II: The Golden Army (2008),Hellboy II: The Golden Army (2008)
50 First Dates (2004),Hercules (1997),50 First Dates (2004)
50 First Dates (2004),House of Flying Daggers (2004),50 First Dates (2004)
50 First Dates (2004),How to Lose a Guy in 10 Days (2003),How to Lose a Guy in 10 Days (2003)
50 First Dates (2004),Indiana Jones and the Kingdom of the Crystal Skull (2008),50 First Dates (2004)
50 First Dates (2004),Insomnia (2002),50 First Dates (2004)
50 First Dates (2004),Invictus (2009),50 First Dates (2004)
50 First Dates (2004),Jurassic Park III (2001),50 First Dates (2004)
50 First Dates (2004),K-PAX (2001),50 First Dates (2004)
50 First Dates (2004),Kick-Ass (2010),50 First Dates (2004)
50 First Dates (2004),Lady in the Water (2006),50 First Dates (2004)
50 First Dates (2004),Looper (2012),50 First Dates (2004)
50 First Dates (2004),Mars Attacks! (1996),50 First Dates (2004)
50 First Dates (2004),Pod (2015),50 First Dates (2004)
